Start Time,Lat ,Long ,Velocity,Time ,Time offset
8:56:03,37.4205937,-122.1587677,1.77,499148629792124,0
8:56:03,37.4206115,-122.1587915,3.88,499149620355920,990563796
8:56:04,37.4206431,-122.1588129,3.92,499150626455031,1996662907
8:56:06,37.4206662,-122.1588437,3.76,499151631881121,3002088997
8:56:06,37.4206845,-122.1588804,3.76,499152627671897,3997879773
8:56:07,37.4207033,-122.1589201,4.29,499153624203559,4994411435
8:56:09,37.4207422,-122.1589636,5.69,499154637651264,6007859140
8:56:10,37.4207694,-122.1590078,5.27,499155631534540,7001742416
8:56:11,37.4208071,-122.1590481,5.08,499156633986984,8004194860
8:56:12,37.420846,-122.1591004,6.16,499157632994010,9003201886
8:56:13,37.420887,-122.1591541,6.36,499158636350985,10006558861
8:56:13,37.4209147,-122.1591945,3.83,499159624951240,10995159116
8:56:15,37.4209574,-122.1592414,6.19,499160643472227,12013680103
8:56:15,37.4209976,-122.1592723,4.43,499161622778991,12992986867
8:56:17,37.4210434,-122.159304,4.66,499162639616124,14009824000
8:56:18,37.4210738,-122.1593188,2.34,499163632787160,15002995036
8:56:18,37.4211151,-122.1592944,5.3,499164626285957,15996493833
8:56:20,37.4211604,-122.1592687,5.56,499165634141370,17004349246
8:56:21,37.4212044,-122.1592388,5.08,499166629868709,18000076585
8:56:21,37.4212518,-122.1591932,6.17,499167627750371,18997958247
8:56:23,37.4213017,-122.1591379,7.66,499168636492919,20006700795
8:56:24,37.4213364,-122.1590964,5.87,499169632352081,21002559957
8:56:25,37.4213725,-122.1590494,5.59,499170644128952,22014336828
8:56:25,37.4214026,-122.159005,5.55,499171626447592,22996655468
8:56:27,37.4214355,-122.1589616,5.61,499172631499879,24001707755
8:56:28,37.4214921,-122.1589238,5.9,499173639065709,25009273585
8:56:29,37.4215173,-122.158904,3.97,499174637227215,26007435091
8:56:30,37.421571,-122.1589076,4.77,499175633804762,27004012638
8:56:31,37.4215814,-122.1588871,0.78,499176634642622,28004850498
8:56:32,37.4216099,-122.1588445,4.45,499177643183087,29013390963
8:56:33,37.4216216,-122.1588058,4.05,499178641306572,30011514448
8:56:34,37.4216307,-122.1587634,4.16,499179633495525,31003703401
8:56:35,37.4216447,-122.158717,4.26,499180631982187,32002190063
8:56:36,37.4216618,-122.158672,3.98,499181631371922,33001579798
8:56:36,37.4216751,-122.1586375,3.28,499182624240146,33994448022
8:56:38,37.4217284,-122.1585874,6.47,499183636873736,35007081612
8:56:38,37.4217661,-122.158548,5.43,499184628451283,35998659159
8:56:40,37.4218074,-122.1585074,6.08,499185639978415,37010186291
8:56:41,37.4218511,-122.1584673,6.37,499186630200857,38000408733
8:56:41,37.4218951,-122.158425,6.36,499187628412311,38998620187
8:56:43,37.4219349,-122.1583827,5.41,499188643898193,40014106069
8:56:44,37.4219834,-122.1583597,5.47,499189634688813,41004896689
8:56:45,37.4220303,-122.1583277,6.02,499190634689590,42004897466
8:56:46,37.4220596,-122.1582818,5.03,499191631317814,43001525690
8:56:47,37.4221093,-122.158249,5.86,499192636226664,44006434540
8:56:48,37.4221918,-122.1581952,7.71,499193637665878,45007873754
8:56:49,37.4222355,-122.1581599,6.46,499194632747905,46002955781
8:56:50,37.4222951,-122.1581099,6.73,499195636941859,47007149735
8:56:51,37.4223361,-122.1580641,6.44,499196638922740,48009130616
8:56:52,37.4223813,-122.1580024,7.16,499197638274506,49008482382
8:56:53,37.4224307,-122.1579615,6.83,499198635764501,50005972377
8:56:54,37.4224811,-122.1579232,6.4,499199634962569,51005170445
8:56:55,37.4225254,-122.1578621,7.03,499200636784076,52006991952
8:56:56,37.4225802,-122.1578153,7.02,499201633904383,53004112259
8:56:57,37.4226365,-122.1577648,7.6,499202633516879,54003724755
