Start Time,Lat,Long,Velocity,Time ,Time Offset,,,,,,,,,,,,,,,,,,,,
11:12:09,37.4269205,-122.1731457,1.472774,4.20885E+14,0,0.999997644,,,,,,,,,,,,,,,,,,,
11:12:09,37.42692845,-122.1731164,0.27,4.20886E+14,991543744,,,,,,,,,,,,,,,,,,,,
11:12:09,37.4269246,-122.1731299,0.29149,4.20886E+14,991543744,,,,,,,,,,,,,,,,,,,,
11:12:10,37.42692591,-122.1730965,0,4.20887E+14,1989432646,,,,,,,,,,,,,,,,,,,,
11:12:10,37.426925,-122.1731066,0.352289,4.20887E+14,1989432646,,,,,,,,,,,,,,,,,,,,
11:12:11,37.42692468,-122.1730843,0,4.20888E+14,2992535038,,,,,,,,,,,,,,,,,,,,
11:12:11,37.4269248,-122.1730887,1.083599,4.20888E+14,2992535038,,,,,,,,,,,,,,,,,,,,
11:12:12,37.4269191,-122.1730401,2.01,4.20889E+14,3994998314,,,,,,,,,,,,,,,,,,,,
11:12:12,37.4269192,-122.1730484,2.047758,4.20889E+14,3994998314,,,,,,,,,,,,,,,,,,,,
11:12:11,37.4270588,-122.1729543,,4.20888E+14,2940288463,,,,,,,,,,,,,,,,,,,,
11:12:13,37.4269391,-122.1730661,0.443392,4.2089E+14,4841288463,,,,,,,,,,,,,,,,,,,,
11:12:13,37.42690772,-122.1730147,2.65,4.2089E+14,4995833310,,,,,,,,,,,,,,,,,,,,
11:12:14,37.4269228,-122.1730328,2.708364,4.20891E+14,5362032015,,,,,,,,,,,,,,,,,,,,
11:12:14,37.4269099,-122.1730109,2.683073,4.20891E+14,5871288463,,,,,,,,,,,,,,,,,,,,
11:12:15,37.42689026,-122.1730067,2.52,4.20891E+14,6001611119,,,,,,,,,,,,,,,,,,,,
11:12:15,37.4268875,-122.1729957,2.424657,4.20892E+14,6440397379,,,,,,,,,,,,,,,,,,,,
11:12:15,37.42685982,-122.1730048,3.85,4.20892E+14,6998364603,,,,,,,,,,,,,,,,,,,,
11:12:15,37.4268693,-122.172999,2.505418,4.20892E+14,6998364603,,,,,,,,,,,,,,,,,,,,
11:12:16,37.4268439,-122.1729959,3.643247,4.20893E+14,7518806754,,,,,,,,,,,,,,,,,,,,
11:12:16,37.42683201,-122.1730022,3.95,4.20893E+14,7995628192,,,,,,,,,,,,,,,,,,,,
11:12:17,37.4268258,-122.1729933,3.917212,4.20894E+14,8077290088,,,,,,,,,,,,,,,,,,,,
11:12:18,37.42679781,-122.1729951,4.1,4.20894E+14,9001834438,,,,,,,,,,,,,,,,,,,,
11:12:17,37.4268091,-122.1729908,3.939307,4.20894E+14,8597239202,,,,,,,,,,,,,,,,,,,,
11:12:18,37.4267947,-122.1729868,4.056963,4.20895E+14,9196353265,,,,,,,,,,,,,,,,,,,,
11:12:18,37.4267778,-122.1729818,4.08564,4.20895E+14,9725288463,,,,,,,,,,,,,,,,,,,,
11:12:19,37.42675218,-122.1729975,5.22,4.20895E+14,10003080111,,,,,,,,,,,,,,,,,,,,
11:12:19,37.4267475,-122.1729814,4.993893,4.20896E+14,10274744411,,,,,,,,,,,,,,,,,,,,
11:12:19,37.4267237,-122.1729879,5.058874,4.20896E+14,10873882744,,,,,,,,,,,,,,,,,,,,
11:12:19,37.42670115,-122.1730099,5.63,4.20896E+14,10999468543,,,,,,,,,,,,,,,,,,,,
11:12:19,37.4267121,-122.1729997,5.553877,4.20896E+14,10999468543,,,,,,,,,,,,,,,,,,,,
11:12:21,37.42665255,-122.1730259,5.29,4.20897E+14,12004877029,,,,,,,,,,,,,,,,,,,,
11:12:21,37.4266566,-122.1730239,5.301899,4.20897E+14,12004877029,,,,,,,,,,,,,,,,,,,,
11:12:22,37.42660541,-122.1730538,5.84,4.20898E+14,13002181920,,,,,,,,,,,,,,,,,,,,
11:12:22,37.4266076,-122.1730514,5.73899,4.20898E+14,13002181920,,,,,,,,,,,,,,,,,,,,
11:12:23,37.42654906,-122.1730793,6.17,4.20899E+14,14001529936,,,,,,,,,,,,,,,,,,,,
11:12:23,37.4265524,-122.1730794,6.135562,4.20899E+14,14001529936,,,,,,,,,,,,,,,,,,,,
11:12:23,37.4265025,-122.1731121,6.22,4.209E+14,14996487327,,,,,,,,,,,,,,,,,,,,
11:12:23,37.4265028,-122.1731117,6.202673,4.209E+14,14996487327,,,,,,,,,,,,,,,,,,,,
11:12:25,37.4264433,-122.1731241,6.14,4.20901E+14,16008244095,,,,,,,,,,,,,,,,,,,,
11:12:25,37.4264457,-122.1731289,6.132138,4.20901E+14,16008244095,,,,,,,,,,,,,,,,,,,,
11:12:26,37.42638659,-122.1731302,6.04,4.20902E+14,17007443569,,,,,,,,,,,,,,,,,,,,
11:12:26,37.4263882,-122.1731345,6.049664,4.20902E+14,17007443569,,,,,,,,,,,,,,,,,,,,
11:12:26,37.42633265,-122.1731319,6.21,4.20903E+14,17999489918,,,,,,,,,,,,,,,,,,,,
11:12:26,37.4263335,-122.1731369,6.202669,4.20903E+14,17999489918,,,,,,,,,,,,,,,,,,,,
11:12:28,37.4262871,-122.1731303,4.94,4.20904E+14,19007464029,,,,,,,,,,,,,,,,,,,,
11:12:28,37.4262841,-122.1731313,5.01411,4.20904E+14,19007464029,,,,,,,,,,,,,,,,,,,,
